target,feature,xgb_mean_gain,xgb_mean_total_gain,xgb_rel_total_gain,xgb_rank,xgb_nonzero_fold_count,rf_mean_importance,rf_rel_importance,rf_rank,rf_nonzero_fold_count,ridge_mean_abs_coef,ridge_rel_abs_coef,ridge_rank,ridge_nonzero_fold_count,mean_relative_relevance,all_models_zero,low_relevance_all_models
base_load,base_load_lag_12,4.835918593406677,113.66427974700927,0.011284734431992202,7,5,0.0091308707737278,0.015260229861549441,17,5,0.0056983100889441,0.026106211505005767,24,5,0.017550391932849137,False,False
base_load,base_load_lag_8_is_pad,0.0,0.0,0.0,20,0,1.4758042301292882e-05,2.4664801792201253e-05,22,5,0.0113895439347309,0.05218000394231571,20,5,0.01740155624803597,False,False
base_load,n_evs_at_home,0.5390526533126831,1.07135808467865,0.00010636579490122963,19,2,0.0015071443008793,0.002518858172006803,19,5,0.0103681060897919,0.04750039332039954,21,5,0.016708539095769193,False,False
base_load,base_load_lag_2_is_pad,0.0,0.0,0.0,20,0,1.7497723216875189e-06,2.92435721587013e-06,24,5,0.0082054811978406,0.037592553635646175,22,5,0.012531825997620682,False,False
base_load,base_load_lag_12_is_pad,0.0,0.0,0.0,20,0,2.8513287036433155e-05,4.7653649368937954e-05,21,5,0.0075208016132341,0.03445576575118604,23,5,0.011501139800184993,False,False
ev1_status,status,1489.5144287109374,310730.6125,1.0,1,5,0.2344225852427573,1.0,1,5,0.300262946470867,0.05411748138109977,12,5,0.6847058271270332,False,False
ev1_status,timestep,11.775157165527345,8875.1169921875,0.028562094094245385,3,5,0.0275400496952243,0.11748035995211419,12,5,5.548354040284885,1.0,1,5,0.3820141513487865,False,False
ev1_status,steps_to_start1_earliest,0.0,0.0,0.0,15,0,0.0300269519915485,0.12808898920918377,10,5,5.103717057829231,0.9198614617547325,2,5,0.34931681698797207,False,False
ev1_status,steps_to_start2_earliest,0.0,0.0,0.0,15,0,0.0268823826820187,0.1146748836259976,13,5,2.6827192201371,0.4835162285352925,4,5,0.19939703738709671,False,False
ev1_status,steps_to_end2_latest,0.0,0.0,0.0,15,0,0.0224409145724723,0.09572846639001749,14,5,2.7233718137048823,0.4908431931220179,3,5,0.19552388650401178,False,False
ev1_status,status_lag_2,22.80529651641846,259.58111267089845,0.000835389569706134,11,5,0.1255372644791967,0.5355169355768176,2,5,0.0787470255725502,0.014192862423845407,22,5,0.18351506252345637,False,False
ev1_status,status_lag_1,32.188707733154295,7535.63486328125,0.02425134364024481,4,5,0.1024417839144552,0.4369962211975914,3,5,0.0889012694027259,0.016022998669018098,21,5,0.1590901878356181,False,False
ev1_status,steps_to_end1_latest,0.0,0.0,0.0,15,0,0.0277580947924127,0.1184104968540795,11,5,1.2348606328815048,0.2225634168107448,5,5,0.1136579712216081,False,False
ev1_status,phase_id,13.029852294921875,2795.521240234375,0.008996607118117063,6,5,0.0653844912629951,0.27891720072656784,4,5,0.1830871233744504,0.03299845720822993,16,5,0.10697075501763827,False,False
ev1_status,status_lag_4,12.288706398010254,715.8581298828125,0.002303790167706159,8,5,0.0602229223548051,0.25689897708636306,5,5,0.055431547084339,0.00999062905536807,24,5,0.08973113210314576,False,False
ev1_status,start2_observed,0.0,0.0,0.0,15,0,0.0305779531719441,0.13043945036387586,9,5,0.7593557628563115,0.13686144707833417,6,5,0.08910029914740335,False,False
ev1_status,start2,13.968885612487792,2763.290673828125,0.008892882009905364,7,5,0.0356095395577279,0.15190319448466236,7,5,0.5466950368780668,0.09853283206310968,7,5,0.08644296951922581,False,False
ev1_status,start1_observed,0.0,0.0,0.0,15,0,0.0403650413172849,0.17218921664687176,6,5,0.4820125219295393,0.08687486747056788,9,5,0.08635469470581321,False,False
ev1_status,steps_in_current_state,33.992278289794925,28080.769140625,0.09037014060088785,2,5,0.0183259999430097,0.07817506117864938,15,5,0.0214006257106665,0.0038571124977395395,27,5,0.0574674380924256,False,False
ev1_status,start1,0.6949290990829468,343.6402954101562,0.0011059106556813943,9,5,0.03177250905732,0.13553518755207755,8,5,0.094710163753433,0.0170699567954337,20,5,0.05123701833439754,False,False
ev1_status,end2,0.0,0.0,0.0,15,0,0.0126781956461614,0.054082654335683746,21,5,0.5048604588406617,0.09099283412252097,8,5,0.04835849615273491,False,False
ev1_status,observed_window_length_2,0.0,0.0,0.0,15,0,0.0138929350375833,0.05926449033567483,19,5,0.380947564812471,0.06865956318694308,10,5,0.04264135117420597,False,False
ev1_status,end2_observed,0.0,0.0,0.0,15,0,0.0150693218221216,0.06428272176299267,18,5,0.3385400834501375,0.06101630879934886,11,5,0.04176634352078051,False,False
ev1_status,window_length_slack_2,0.0,0.0,0.0,15,0,0.0179840447073617,0.07671634833622472,16,5,0.2338179892249157,0.042141865412198914,13,5,0.039619404582807875,False,False
ev1_status,time_cos,14.565130996704102,7092.52900390625,0.022825330748209593,5,5,0.0155355926212952,0.0662717400083582,17,5,0.0781049357829742,0.014077136249035007,23,5,0.03439140233520093,False,False
ev1_status,end1_observed,0.0,0.0,0.0,15,0,0.0114743909303438,0.04894746348122322,22,5,0.2289164343876774,0.04125844038170345,14,5,0.030068634620975556,False,False
ev1_status,observed_window_length_1,0.6627822279930115,78.34259643554688,0.000252123843882768,14,5,0.0089736980627468,0.03828000639722511,23,5,0.2177582711598047,0.0392473640973033,15,5,0.025926498112803727,False,False
ev1_status,end1,0.8032100915908813,341.5375366210937,0.0010991435117165796,10,5,0.0136490574015488,0.058224156974527264,20,5,0.1003227490171877,0.018081533422123965,19,5,0.025801611302789268,False,False
ev1_status,window_length_slack_1,1.2375468015670776,147.31067810058593,0.00047407842090417123,13,5,0.0058090554672602,0.02478027217916997,24,5,0.151432546290257,0.027293237812647142,17,5,0.017515862804240428,False,False
ev1_status,time_sin,0.720176887512207,239.526025390625,0.0007708478526254796,12,5,0.0026943965191294,0.011493758232975744,26,5,0.1207500611136422,0.02176322207215208,18,5,0.011342609385917768,False,False
ev1_status,status_lag_8,0.0,0.0,0.0,15,0,0.0029058163091878,0.01239563289594588,25,5,0.0294679600868214,0.005311117472472672,25,5,0.005902250122806184,False,True
ev1_status,status_lag_8_is_pad,0.0,0.0,0.0,15,0,2.3675767732269582e-05,0.00010099610371480223,27,5,0.0230573722767611,0.0041557139485599946,26,5,0.0014189033507582655,False,True
ev1_status,status_lag_4_is_pad,0.0,0.0,0.0,15,0,4.728696311330221e-07,2.0171675465627168e-06,29,5,0.01829316409039,0.003297043403785877,28,5,0.0010996868571108132,False,True
ev1_status,status_lag_2_is_pad,0.0,0.0,0.0,15,0,5.779949276178736e-07,2.46561109723847e-06,28,5,0.0091829951563996,0.0016550845691757784,29,5,0.0005525167267576722,False,True
ev1_status,status_lag_1_is_pad,0.0,0.0,0.0,15,0,2.848077954442672e-07,1.2149332588808937e-06,30,5,0.0083555020922106,0.0015059424888072893,30,5,0.0005023858073553901,False,True
ev1_status,end1_latest,0.0,0.0,0.0,15,0,0.0,0.0,31,0,0.0,0.0,31,0,0.0,True,True
ev1_status,end2_latest,0.0,0.0,0.0,15,0,0.0,0.0,31,0,0.0,0.0,31,0,0.0,True,True
ev1_status,max_commute_steps_1,0.0,0.0,0.0,15,0,0.0,0.0,31,0,0.0,0.0,31,0,0.0,True,True
ev1_status,max_commute_steps_2,0.0,0.0,0.0,15,0,0.0,0.0,31,0,0.0,0.0,31,0,0.0,True,True
ev1_status,start1_earliest,0.0,0.0,0.0,15,0,0.0,0.0,31,0,0.0,0.0,31,0,0.0,True,True
ev1_status,start2_earliest,0.0,0.0,0.0,15,0,0.0,0.0,31,0,0.0,0.0,31,0,0.0,True,True
ev2_status,status,1486.2850341796875,294501.8125,1.0,1,5,0.2303041351079772,1.0,1,5,0.2963908850187885,0.05334456294714317,12,5,0.6844481876490477,False,False
ev2_status,timestep,11.021382141113282,8503.2470703125,0.028873326782369122,3,5,0.0256929086084901,0.11156077851769391,13,5,5.556159215559972,1.0,1,5,0.3801447017666877,False,False
ev2_status,steps_to_start1_earliest,0.0,0.0,0.0,15,0,0.0264686776996985,0.11492923341254278,12,5,5.080911863523862,0.914464770788932,2,5,0.3431313347338249,False,False
ev2_status,steps_to_start2_earliest,0.0,0.0,0.0,15,0,0.0268865050299585,0.1167434749591138,11,5,2.699450505468109,0.4858482992906904,4,5,0.20086392474993472,False,False
ev2_status,steps_to_end2_latest,0.0,0.0,0.0,15,0,0.023496499645428,0.10202378534980172,14,5,2.6999951708022456,0.4859463283991097,3,5,0.1959900379163038,False,False
ev2_status,status_lag_2,13.234889113903046,123.70324010849,0.00042004237277313867,13,5,0.1245121905561878,0.5406424443825585,2,5,0.0757481550112814,0.013633186536330602,23,5,0.18489855776388742,False,False
ev2_status,status_lag_1,30.26643295288086,7383.7353515625,0.02507195215161027,4,5,0.1056184689854199,0.4586043100611333,3,5,0.0907950984787164,0.016341342095533472,20,5,0.16667253476942567,False,False
ev2_status,steps_to_end1_latest,0.0,0.0,0.0,15,0,0.0295035678398168,0.12810698264702963,10,5,1.2444019591292323,0.2239680165471674,5,5,0.11735833306473235,False,False
ev2_status,phase_id,12.350000762939452,2527.078955078125,0.00858086044912924,7,5,0.0655658654442811,0.28469252370801246,4,5,0.1841782655602617,0.03314848592611821,16,5,0.1088072900277533,False,False
ev2_status,start2_observed,0.0,0.0,0.0,15,0,0.0400384636639269,0.17385038981238884,7,5,0.7655197623507944,0.13777858636717313,6,5,0.10387632539318732,False,False
ev2_status,status_lag_4,10.768491554260256,686.2054809570312,0.0023300552045228285,8,5,0.0607186085397268,0.2636453249580565,5,5,0.0552115827999116,0.00993700516091981,24,5,0.09197079510783306,False,False
ev2_status,start1_observed,0.0,0.0,0.0,15,0,0.0404892628439255,0.17580779791445023,6,5,0.4802171919518664,0.08642970320343281,9,5,0.08741250037262767,False,False
ev2_status,start2,12.376406478881837,2673.667578125,0.009078611623570229,6,5,0.0342020190310491,0.1485080544255691,8,5,0.5522049988085149,0.09938610061102461,7,5,0.08565758888672131,False,False
ev2_status,steps_in_current_state,32.08413124084473,26328.75234375,0.08940098575369548,2,5,0.0186377432703235,0.08092665492777742,15,5,0.0216067235573692,0.0038887876893195887,27,5,0.05807214279026416,False,False
ev2_status,start1,0.7129943609237671,327.37542114257815,0.0011116244696883764,9,5,0.0315814595683106,0.13712936397561318,9,5,0.090597841768885,0.01630583974540661,21,5,0.05151560939690272,False,False
ev2_status,end2,0.0,0.0,0.0,15,0,0.0136148248258425,0.059116718939758686,18,5,0.5144321007869873,0.09258771767128722,8,5,0.0505681455370153,False,False
ev2_status,observed_window_length_2,0.0,0.0,0.0,15,0,0.0150781380224467,0.0654705483919226,17,5,0.385317324944077,0.0693495830474043,10,5,0.04494004381310896,False,False
ev2_status,end2_observed,0.0,0.0,0.0,15,0,0.0130519522129605,0.05667267852937657,21,5,0.3426227534541543,0.06166539513386199,11,5,0.03944602455441285,False,False
ev2_status,time_cos,13.401537704467774,6731.9701171875,0.022858841037480884,5,5,0.0153274718475886,0.06655317691279132,16,5,0.0767655534222114,0.013816298353587527,22,5,0.03440943876795324,False,False
ev2_status,window_length_slack_2,0.0,0.0,0.0,15,0,0.0134935516709444,0.058590140661686343,19,5,0.2361722933641803,0.04250639411174216,13,5,0.03369884492447617,False,False
ev2_status,end1_observed,0.0,0.0,0.0,15,0,0.0121165060512447,0.05261089231230661,22,5,0.2311544742837047,0.04160328480803047,14,5,0.031404725706779026,False,False
ev2_status,observed_window_length_1,0.6036832928657532,87.70954895019531,0.0002978234605948149,14,5,0.0085056316567961,0.03693217081320866,23,5,0.2182305587261723,0.03927723275370146,15,5,0.02550240900916831,False,False
ev2_status,end1,0.7460823655128479,299.2640441894531,0.0010161704664872074,10,5,0.013298169805436,0.05774177610489366,20,5,0.0972530301509973,0.017503643502267015,19,5,0.025420530024549293,False,False
ev2_status,window_length_slack_1,1.1507173776626587,133.48131408691407,0.00045324445698246446,12,5,0.0057832856561717,0.025111514621568687,24,5,0.1531859267681586,0.02757047104394756,17,5,0.017711743374166238,False,False
ev2_status,time_sin,0.7463481903076172,233.7486328125,0.0007937086391021787,11,5,0.0029812514453368,0.012944845492848193,26,5,0.1183192812468888,0.021295156718248238,18,5,0.01167790361673287,False,False
ev2_status,status_lag_8,0.0,0.0,0.0,15,0,0.0030118419003394,0.013077671831325606,25,5,0.0290970724038899,0.005236903996991991,25,5,0.006104858609439199,False,True
ev2_status,status_lag_8_is_pad,0.0,0.0,0.0,15,0,1.962917860104124e-05,8.52315508440097e-05,27,5,0.0224495627727867,0.004040482265144042,26,5,0.001375237938662684,False,True
ev2_status,status_lag_4_is_pad,0.0,0.0,0.0,15,0,4.075326799240061e-07,1.7695413055998147e-06,29,5,0.0181128163761717,0.0032599527251571422,28,5,0.0010872407554875806,False,True
ev2_status,status_lag_2_is_pad,0.0,0.0,0.0,15,0,6.329275839161795e-07,2.7482250095919204e-06,28,5,0.0087983695978449,0.0015835344626563524,29,5,0.0005287608958886482,False,True
ev2_status,status_lag_1_is_pad,0.0,0.0,0.0,15,0,3.294315063067273e-07,1.4304194154059572e-06,30,5,0.0085733596831815,0.0015430370784141475,30,5,0.0005148224992765179,False,True
ev2_status,end1_latest,0.0,0.0,0.0,15,0,0.0,0.0,31,0,0.0,0.0,31,0,0.0,True,True
ev2_status,end2_latest,0.0,0.0,0.0,15,0,0.0,0.0,31,0,0.0,0.0,31,0,0.0,True,True
ev2_status,max_commute_steps_1,0.0,0.0,0.0,15,0,0.0,0.0,31,0,0.0,0.0,31,0,0.0,True,True
ev2_status,max_commute_steps_2,0.0,0.0,0.0,15,0,0.0,0.0,31,0,0.0,0.0,31,0,0.0,True,True
ev2_status,start1_earliest,0.0,0.0,0.0,15,0,0.0,0.0,31,0,0.0,0.0,31,0,0.0,True,True
ev2_status,start2_earliest,0.0,0.0,0.0,15,0,0.0,0.0,31,0,0.0,0.0,31,0,0.0,True,True
pv_gen,pv_gen,28.56284236907959,44603.76171875,1.0,1,4,0.2329308990865194,1.0,1,4,0.2252150736462375,1.0,1,4,1.0,False,False
pv_gen,pv_ma_2,0.7431106939911842,188.2834300994873,0.004221245537242186,4,4,0.1971568044025745,0.8464175649334653,2,4,0.210518546613708,0.9347444787127595,2,4,0.5951277630611557,False,False
pv_gen,pv_lag_1,0.2188527807593345,152.21104049682617,0.0034125157751625575,8,4,0.1556811421213921,0.6683576233635118,3,4,0.1888610775244484,0.838580981578111,3,4,0.5034503735722619,False,False
pv_gen,pv_lag_2,0.110412398353219,71.82786273956299,0.0016103543730790052,14,4,0.0830099502995157,0.3563715703887042,5,4,0.1631934960058103,0.7246117827004367,4,4,0.3608645691540733,False,False
pv_gen,pv_ma_4,0.1011839881539344,29.889292240142822,0.0006701069839940947,17,4,0.1155658092891384,0.49613773759664603,4,4,0.1302900921197304,0.5785140843831216,6,4,0.35844064298792055,False,False
pv_gen,pv_delta_1,0.1898135095834732,264.16796875,0.005922549098341008,3,4,0.0227432947470807,0.09763966410756425,9,4,0.1336176221275109,0.5932889835668562,5,4,0.23228373225758717,False,False
pv_gen,pv_std_8,0.1540042199194431,127.86166191101074,0.0028666116261055574,11,4,0.0371373288918213,0.1594349613445964,6,4,0.0938114897296342,0.4165417891920994,8,4,0.19294778738760043,False,False
pv_gen,pv_delta_2,0.1330827716737985,152.7764778137207,0.0034251926726955487,7,4,0.0132011401265885,0.05667406161380545,12,4,0.0946038061102023,0.42005983249062506,7,4,0.1600530289257087,False,False
pv_gen,time_cos,0.1919802166521549,144.30022621154785,0.0032351582165073005,9,4,0.0246571362652126,0.10585601292876994,8,4,0.0499974167110085,0.22199853633928276,11,4,0.11036323582818668,False,False
pv_gen,pv_lag_4,0.1279305554926395,114.45099067687988,0.002565949289177741,13,4,0.0153852578142895,0.06605073811428869,11,4,0.0560791913382761,0.2490028328492966,10,4,0.10587317341758767,False,False
pv_gen,pv_lag_8,0.158372163772583,161.5282211303711,0.003621403552213619,6,4,0.0050621246316327,0.021732301946563275,18,4,0.0633443220403605,0.28126146716032097,9,4,0.10220505755303262,False,False
pv_gen,pv_std_4,0.1144489347934722,118.4260139465332,0.0026550678548879136,12,4,0.0218651172394336,0.09386954382257402,10,4,0.0389663243926918,0.17301827875828232,12,4,0.08984763014524809,False,False
pv_gen,time_sin,0.0048847166472114,0.2356303464621305,5.282746059579074e-06,18,4,0.0070453050489828,0.0302463308930341,16,4,0.0374226227248999,0.16616393440734997,13,4,0.06547184934881455,False,False
pv_gen,pv_ma_8,0.1143391001969575,50.09489154815674,0.0011231091194512063,15,4,0.0314736640355921,0.13512017580759683,7,4,0.0102561506435693,0.04553936145357401,23,4,0.06059421546020735,False,False
pv_gen,pv_accel,0.1177633460611105,129.25684356689453,0.0028978910877949355,10,4,0.0057710027210579,0.02477559973232375,17,4,0.0315696437243583,0.14017553626959778,14,4,0.05594967569657216,False,False
pv_gen,pv_ma_16,0.1030357126146555,47.71011161804199,0.001069643226929584,16,4,0.0047783408610203,0.020513984532577804,20,4,0.0289720031737516,0.128641492350819,15,4,0.050075040036775466,False,False
pv_gen,pv_lag_2_is_pad,0.0,0.0,0.0,19,0,1.0345262271263855e-13,4.441343897196409e-13,25,3,0.0230730410477743,0.10244891993338283,16,4,0.03414963997794232,False,False
pv_gen,pv_lag_12_is_pad,0.0,0.0,0.0,19,0,1.2746336471602144e-08,5.4721535535170324e-08,21,4,0.0227225539995711,0.10089268729527025,17,4,0.033630914005601927,False,False
pv_gen,steps_to_daylight_start,0.0,0.0,0.0,19,0,0.0072737576848333,0.03122710517736657,13,4,0.0156480392723803,0.06948042606135622,19,4,0.03356917707957426,False,False
pv_gen,steps_to_daylight_end,0.0,0.0,0.0,19,0,0.0072395083591649,0.031080068756682518,14,4,0.0149741538685961,0.06648824000172007,20,4,0.0325227695861342,False,False
pv_gen,timestep,0.2802691273391247,541.0871200561523,0.012130975039011038,2,4,0.0071116615703071,0.030531207315975535,15,4,0.011127291888093,0.04940740292353382,22,4,0.0306898617595068,False,False
pv_gen,pv_lag_1_is_pad,0.0,0.0,0.0,19,0,4.0917898458336526e-11,1.7566539526874047e-10,24,1,0.0194358986102405,0.08629927959782101,18,4,0.028766426591162134,False,False
pv_gen,pv_lag_12,0.2077356651425361,182.8110618591309,0.004098557045745381,5,4,0.0049107385737645,0.02108238362974963,19,4,0.0115825162735453,0.051428690300449616,21,4,0.02553654365864821,False,False
pv_gen,pv_lag_8_is_pad,0.0,0.0,0.0,19,0,3.1840271908679692e-09,1.3669406692520001e-08,22,4,0.007259026884836,0.03223153214086508,24,4,0.010743848603423922,False,False
pv_gen,pv_lag_4_is_pad,0.0,0.0,0.0,19,0,2.5869201878325766e-10,1.1105955448494173e-09,23,4,0.0062064823091273,0.02755802357561686,25,4,0.009186008228737469,False,False
