feature,abs_coef,target,fold_id
base_load_std_8,0.03448837723335428,base_load,B
base_load_delta_1,0.1700514346160593,base_load,B
base_load_delta_2,0.06652240893488484,base_load,B
base_load_accel,0.07176602376597689,base_load,B
timestep,0.01805648631453919,base_load,C
base_load,0.2212900763044386,base_load,C
n_evs_at_home,0.0015468229002261118,base_load,C
time_sin,0.025379545194643825,base_load,C
time_cos,0.028996331107788095,base_load,C
base_load_lag_1,0.12308119491862804,base_load,C
base_load_lag_1_is_pad,0.015557175414269998,base_load,C
base_load_lag_2,0.08208662938659446,base_load,C
base_load_lag_2_is_pad,0.013240576001084164,base_load,C
base_load_lag_4,0.025286312041603205,base_load,C
base_load_lag_4_is_pad,0.02723670987817124,base_load,C
base_load_lag_8,0.06792004511066427,base_load,C
base_load_lag_8_is_pad,0.014868295315080264,base_load,C
base_load_lag_12,0.006067465968485422,base_load,C
base_load_lag_12_is_pad,0.0035210960994536606,base_load,C
base_load_ma_2,0.18511403400810547,base_load,C
base_load_ma_4,0.09126281600000496,base_load,C
base_load_ma_8,0.023628802441343452,base_load,C
base_load_ma_16,0.047319859095300766,base_load,C
base_load_std_4,0.021846738790852187,base_load,C
base_load_std_8,0.027392754095067362,base_load,C
base_load_delta_1,0.16850494380989792,base_load,C
base_load_delta_2,0.0687219726670261,base_load,C
base_load_accel,0.06930381908889999,base_load,C
timestep,0.011523591793001147,base_load,D
base_load,0.1876852102889772,base_load,D
n_evs_at_home,0.010574717524954274,base_load,D
time_sin,0.026168677423322784,base_load,D
time_cos,0.03092683843143834,base_load,D
base_load_lag_1,0.09955140324945212,base_load,D
base_load_lag_1_is_pad,0.012954671361407065,base_load,D
base_load_lag_2,0.07180373599722073,base_load,D
base_load_lag_2_is_pad,0.004718171402402365,base_load,D
base_load_lag_4,0.00778368364144091,base_load,D
base_load_lag_4_is_pad,0.03618113924187824,base_load,D
base_load_lag_8,0.01141011223805893,base_load,D
base_load_lag_8_is_pad,0.009167263798229974,base_load,D
base_load_lag_12,0.02150916067365394,base_load,D
base_load_lag_12_is_pad,0.010660219012108105,base_load,D
base_load_ma_2,0.15623685134653123,base_load,D
base_load_ma_4,0.0659044360765176,base_load,D
base_load_ma_8,0.06610711976457907,base_load,D
base_load_ma_16,0.023132544979679606,base_load,D
base_load_std_4,0.026838625549489698,base_load,D
base_load_std_8,0.0042575456646999086,base_load,D
base_load_delta_1,0.1426403662522361,base_load,D
base_load_delta_2,0.04461840361835757,base_load,D
base_load_accel,0.06960574700399533,base_load,D
timestep,0.020231144399488185,base_load,E
base_load,0.234555279874602,base_load,E
n_evs_at_home,0.008603626073924982,base_load,E
time_sin,0.03374330505610933,base_load,E
time_cos,0.041306195958176355,base_load,E
base_load_lag_1,0.1317153781077408,base_load,E
base_load_lag_1_is_pad,0.016159364900795867,base_load,E
base_load_lag_2,0.0878272480452447,base_load,E
base_load_lag_2_is_pad,0.0066705626136843825,base_load,E
base_load_lag_4,0.014367828399211613,base_load,E
base_load_lag_4_is_pad,0.04018748875543429,base_load,E
base_load_lag_8,0.06260828834568465,base_load,E
base_load_lag_8_is_pad,0.007033767591347876,base_load,E
base_load_lag_12,0.00047417061170540437,base_load,E
base_load_lag_12_is_pad,0.003760817629469198,base_load,E
base_load_ma_2,0.19510532638276548,base_load,E
base_load_ma_4,0.0899020872627831,base_load,E
base_load_ma_8,0.030806904051337472,base_load,E
base_load_ma_16,0.046067274344420234,base_load,E
base_load_std_4,0.020432130989402563,base_load,E
base_load_std_8,0.018579960341262712,base_load,E
base_load_delta_1,0.1801131538854119,base_load,E
base_load_delta_2,0.0783530104481505,base_load,E
base_load_accel,0.07028184086664352,base_load,E
timestep,0.011020030350801534,pv_gen,A
pv_gen,0.2253940725731275,pv_gen,A
time_sin,0.03720871859113651,pv_gen,A
time_cos,0.04924057705209375,pv_gen,A
pv_lag_1,0.18912153514651842,pv_gen,A
pv_lag_1_is_pad,0.01934817216002264,pv_gen,A
pv_lag_2,0.16345436931006785,pv_gen,A
pv_lag_2_is_pad,0.022979630920208185,pv_gen,A
pv_lag_4,0.054781661177703396,pv_gen,A
pv_lag_4_is_pad,0.005949840105575079,pv_gen,A
pv_lag_8,0.0659621166806385,pv_gen,A
pv_lag_8_is_pad,0.00793464286246344,pv_gen,A
pv_lag_12,0.009860324427711705,pv_gen,A
pv_lag_12_is_pad,0.021894594265995156,pv_gen,A
pv_ma_2,0.21070615925123337,pv_gen,A
pv_ma_4,0.1329075832637488,pv_gen,A
pv_ma_8,0.012580561923906957,pv_gen,A
pv_ma_16,0.02748306914183908,pv_gen,A
pv_std_4,0.03837076405372782,pv_gen,A
pv_std_8,0.09334723809547436,pv_gen,A
pv_delta_1,0.13396900067606787,pv_gen,A
pv_delta_2,0.09507136891038712,pv_gen,A
pv_accel,0.0313572690776391,pv_gen,A
steps_to_daylight_start,0.015522713099071965,pv_gen,A
steps_to_daylight_end,0.014863910739896829,pv_gen,A
timestep,0.011267278242307305,pv_gen,B
pv_gen,0.2302376221042435,pv_gen,B
time_sin,0.03820519325201909,pv_gen,B
time_cos,0.05005669364009413,pv_gen,B
pv_lag_1,0.19307001239478183,pv_gen,B
pv_lag_1_is_pad,0.01930143946338067,pv_gen,B
pv_lag_2,0.16668674896687394,pv_gen,B
pv_lag_2_is_pad,0.022937780073502737,pv_gen,B
pv_lag_4,0.052985461097640275,pv_gen,B
pv_lag_4_is_pad,0.005335053197147335,pv_gen,B
pv_lag_8,0.06948137910066692,pv_gen,B
pv_lag_8_is_pad,0.00821296107714199,pv_gen,B
pv_lag_12,0.011045961925310353,pv_gen,B
pv_lag_12_is_pad,0.022538004626619243,pv_gen,B
pv_ma_2,0.21508809821963037,pv_gen,B
pv_ma_4,0.13464443148479419,pv_gen,B
pv_ma_8,0.01338907031613279,pv_gen,B
pv_ma_16,0.028115639223071382,pv_gen,B
pv_std_4,0.03980484295632631,pv_gen,B
pv_std_8,0.09699288927419526,pv_gen,B
pv_delta_1,0.13832048567441452,pv_gen,B
pv_delta_2,0.09848877675561844,pv_gen,B
pv_accel,0.0323376872507068,pv_gen,B
steps_to_daylight_start,0.01585208935990527,pv_gen,B
steps_to_daylight_end,0.015211259375845545,pv_gen,B
timestep,0.011246239964532593,pv_gen,C
pv_gen,0.2275865808177915,pv_gen,C
time_sin,0.03765750986545578,pv_gen,C
time_cos,0.05086669383640215,pv_gen,C
pv_lag_1,0.19084302869234454,pv_gen,C
pv_lag_1_is_pad,0.019379167983239045,pv_gen,C
pv_lag_2,0.1647750156285681,pv_gen,C
pv_lag_2_is_pad,0.022999948974644007,pv_gen,C
pv_lag_4,0.056852970319417315,pv_gen,C
pv_lag_4_is_pad,0.006166092092666047,pv_gen,C
pv_lag_8,0.06523912741776611,pv_gen,C
pv_lag_8_is_pad,0.0074742882065805556,pv_gen,C
pv_lag_12,0.010517321156439847,pv_gen,C
pv_lag_12_is_pad,0.02263485720247631,pv_gen,C
pv_ma_2,0.21268744341896875,pv_gen,C
pv_ma_4,0.13239449298675904,pv_gen,C
pv_ma_8,0.010975447360688478,pv_gen,C
pv_ma_16,0.02824587333239328,pv_gen,C
pv_std_4,0.04026398672491179,pv_gen,C
pv_std_8,0.0938193212421617,pv_gen,C
pv_delta_1,0.1353278832623465,pv_gen,C
pv_delta_2,0.09632867682196204,pv_gen,C
pv_accel,0.03149213731007214,pv_gen,C
steps_to_daylight_start,0.015846132740653184,pv_gen,C
steps_to_daylight_end,0.015125268968669812,pv_gen,C
timestep,0.010975618994730632,pv_gen,D
pv_gen,0.2176420190897878,pv_gen,D
time_sin,0.036619069190988285,pv_gen,D
time_cos,0.04982570231544397,pv_gen,D
pv_lag_1,0.182409733864149,pv_gen,D
pv_lag_1_is_pad,0.019714814834319923,pv_gen,D
pv_lag_2,0.15785785011773126,pv_gen,D
pv_lag_2_is_pad,0.02337480422274228,pv_gen,D
pv_lag_4,0.05969667275834367,pv_gen,D
pv_lag_4_is_pad,0.0073749438411209725,pv_gen,D
pv_lag_8,0.05269466496237082,pv_gen,D
pv_lag_8_is_pad,0.005414215393158018,pv_gen,D
pv_lag_12,0.014906457584719542,pv_gen,D
pv_lag_12_is_pad,0.02382275990319383,pv_gen,D
pv_ma_2,0.20359248556499973,pv_gen,D
pv_ma_4,0.1212138607436196,pv_gen,D
pv_ma_8,0.00407952297354902,pv_gen,D
pv_ma_16,0.032043430997702904,pv_gen,D
pv_std_4,0.03742570383580165,pv_gen,D
pv_std_8,0.09108651030670549,pv_gen,D
pv_delta_1,0.1268531188972148,pv_gen,D
pv_delta_2,0.0885264019528418,pv_gen,D
pv_accel,0.031091481259015417,pv_gen,D
steps_to_daylight_start,0.015371221889890855,pv_gen,D
steps_to_daylight_end,0.014696176389972358,pv_gen,D
timestep,5.511099571842853,ev1_status,A
status,0.3005004854373923,ev1_status,A
time_sin,0.12112255106506771,ev1_status,A
time_cos,0.07833470807630415,ev1_status,A
steps_in_current_state,0.0212964162242211,ev1_status,A
phase_id,0.1828003243803916,ev1_status,A
status_lag_1,0.08974817207508297,ev1_status,A
status_lag_1_is_pad,0.00844539988488451,ev1_status,A
status_lag_2,0.0790572384265434,ev1_status,A
status_lag_2_is_pad,0.008824423704669045,ev1_status,A
status_lag_4,0.05559811626884061,ev1_status,A
status_lag_4_is_pad,0.018349972632673284,ev1_status,A
status_lag_8,0.0297069509473812,ev1_status,A
status_lag_8_is_pad,0.023109013208883422,ev1_status,A
start1_earliest,0.0,ev1_status,A
end1_latest,0.0,ev1_status,A
start2_earliest,0.0,ev1_status,A
end2_latest,0.0,ev1_status,A
max_commute_steps_1,0.0,ev1_status,A
max_commute_steps_2,0.0,ev1_status,A
steps_to_start1_earliest,5.104175099880161,ev1_status,A
steps_to_end1_latest,1.239783051154737,ev1_status,A
steps_to_start2_earliest,2.6556118778395064,ev1_status,A
steps_to_end2_latest,2.734497509560734,ev1_status,A
start1,0.09487845064943212,ev1_status,A
end1,0.1003417540446474,ev1_status,A
start2,0.5432445900657795,ev1_status,A
end2,0.5004444591335618,ev1_status,A
start1_observed,0.4819210977240201,ev1_status,A
end1_observed,0.23012414947637794,ev1_status,A
start2_observed,0.7560747715121053,ev1_status,A
end2_observed,0.3369553406245589,ev1_status,A
observed_window_length_1,0.21910339144253352,ev1_status,A
observed_window_length_2,0.37883314122065354,ev1_status,A
window_length_slack_1,0.1519570857034189,ev1_status,A
window_length_slack_2,0.2328461622028961,ev1_status,A
timestep,5.546908408661263,ev1_status,B
status,0.3003259862213869,ev1_status,B
time_sin,0.12083451725717713,ev1_status,B
time_cos,0.07813699772573479,ev1_status,B
steps_in_current_state,0.021372347600614242,ev1_status,B
phase_id,0.18291460930611034,ev1_status,B
status_lag_1,0.0881640995224391,ev1_status,B
status_lag_1_is_pad,0.008276344102532305,ev1_status,B
status_lag_2,0.07857653278634465,ev1_status,B
status_lag_2_is_pad,0.009452163109745795,ev1_status,B
status_lag_4,0.055463860406031906,ev1_status,B
status_lag_4_is_pad,0.018304322410854956,ev1_status,B
status_lag_8,0.029290330065053893,ev1_status,B
status_lag_8_is_pad,0.02306432553761985,ev1_status,B
start1_earliest,0.0,ev1_status,B
end1_latest,0.0,ev1_status,B
start2_earliest,0.0,ev1_status,B
end2_latest,0.0,ev1_status,B
max_commute_steps_1,0.0,ev1_status,B
max_commute_steps_2,0.0,ev1_status,B
steps_to_start1_earliest,5.1111515554856775,ev1_status,B
steps_to_end1_latest,1.233396618257993,ev1_status,B
steps_to_start2_earliest,2.6752328187494983,ev1_status,B
steps_to_end2_latest,2.7218987555139713,ev1_status,B
start1,0.09420027170881312,ev1_status,B
end1,0.09958959417454823,ev1_status,B
start2,0.5453128440193467,ev1_status,B
end2,0.503284753207191,ev1_status,B
start1_observed,0.4814313835265764,ev1_status,B
end1_observed,0.2287267288872409,ev1_status,B
start2_observed,0.7580575845037454,ev1_status,B
end2_observed,0.33767569861033103,ev1_status,B
observed_window_length_1,0.21744284860981264,ev1_status,B
observed_window_length_2,0.38026658271203556,ev1_status,B
window_length_slack_1,0.15160452661635934,ev1_status,B
window_length_slack_2,0.23315601212839077,ev1_status,B
timestep,5.488172694618011,ev1_status,C
status,0.30002702095776473,ev1_status,C
time_sin,0.12107784240918347,ev1_status,C
time_cos,0.07840494902315283,ev1_status,C
steps_in_current_state,0.02144596081575259,ev1_status,C
phase_id,0.18472025363487823,ev1_status,C
status_lag_1,0.0884311299095971,ev1_status,C
status_lag_1_is_pad,0.008297691773378057,ev1_status,C
status_lag_2,0.07762117201908003,ev1_status,C
status_lag_2_is_pad,0.009160478979381883,ev1_status,C
status_lag_4,0.055344784158936004,ev1_status,C
status_lag_4_is_pad,0.018301416072858123,ev1_status,C
status_lag_8,0.029907626548187807,ev1_status,C
status_lag_8_is_pad,0.023106141238514972,ev1_status,C
start1_earliest,0.0,ev1_status,C
end1_latest,0.0,ev1_status,C
start2_earliest,0.0,ev1_status,C
end2_latest,0.0,ev1_status,C
max_commute_steps_1,0.0,ev1_status,C
max_commute_steps_2,0.0,ev1_status,C
steps_to_start1_earliest,5.068558141545915,ev1_status,C
steps_to_end1_latest,1.2413355643843613,ev1_status,C
steps_to_start2_earliest,2.6679058431319262,ev1_status,C
steps_to_end2_latest,2.728806114522657,ev1_status,C
start1,0.09553929299014124,ev1_status,C
end1,0.10085098302505192,ev1_status,C
start2,0.5551604142779284,ev1_status,C
end2,0.5136659209875228,ev1_status,C
start1_observed,0.4834071524809515,ev1_status,C
end1_observed,0.22943600456305793,ev1_status,C
start2_observed,0.7670311793473471,ev1_status,C
end2_observed,0.3423182453581508,ev1_status,C
observed_window_length_1,0.218121547087861,ev1_status,C
observed_window_length_2,0.38533323059296704,ev1_status,C
window_length_slack_1,0.15206813842284636,ev1_status,C
window_length_slack_2,0.23566607124761219,ev1_status,C
timestep,5.5875327112520585,ev1_status,D
status,0.3006072481652852,ev1_status,D
time_sin,0.12071299233350818,ev1_status,D
time_cos,0.07808524181153786,ev1_status,D
steps_in_current_state,0.021610579194424957,ev1_status,D
phase_id,0.1820048839914086,ev1_status,D
status_lag_1,0.08918332267754163,ev1_status,D
status_lag_1_is_pad,0.008389213847209073,ev1_status,D
status_lag_2,0.07827220052687948,ev1_status,D
status_lag_2_is_pad,0.00902932420657309,ev1_status,D
status_lag_4,0.05475851339341838,ev1_status,D
status_lag_4_is_pad,0.018155887628967467,ev1_status,D
status_lag_8,0.029464780396960582,ev1_status,D
status_lag_8_is_pad,0.023097463212236064,ev1_status,D
start1_earliest,0.0,ev1_status,D
end1_latest,0.0,ev1_status,D
start2_earliest,0.0,ev1_status,D
end2_latest,0.0,ev1_status,D
max_commute_steps_1,0.0,ev1_status,D
max_commute_steps_2,0.0,ev1_status,D
steps_to_start1_earliest,5.1255826430911755,ev1_status,D
steps_to_end1_latest,1.2302899177173126,ev1_status,D
steps_to_start2_earliest,2.6953665661520954,ev1_status,D
steps_to_end2_latest,2.7240900323168726,ev1_status,D
start1,0.09393856284386166,ev1_status,D
end1,0.1002743208909072,ev1_status,D
start2,0.540449639797022,ev1_status,D
end2,0.4993588033390864,ev1_status,D
start1_observed,0.4812935086876693,ev1_status,D
end1_observed,0.22885278321115177,ev1_status,D
start2_observed,0.7542583705506059,ev1_status,D
end2_observed,0.33644278838645514,ev1_status,D
observed_window_length_1,0.2176800692133154,ev1_status,D
observed_window_length_2,0.3784184562108594,ev1_status,D
window_length_slack_1,0.15114856196283774,ev1_status,D
window_length_slack_2,0.2325161939379333,ev1_status,D
timestep,5.60805681505024,ev1_status,E
status,0.29985399157250586,ev1_status,E
time_sin,0.12000240250327494,ev1_status,E
time_cos,0.0775627822781414,ev1_status,E
steps_in_current_state,0.021277824718319998,ev1_status,E
phase_id,0.18299554555946332,ev1_status,E
status_lag_1,0.08897962282896887,ev1_status,E
status_lag_1_is_pad,0.008368860853049283,ev1_status,E
status_lag_2,0.08020798410390344,ev1_status,E
status_lag_2_is_pad,0.009448585781628585,ev1_status,E
status_lag_4,0.05599246119446818,ev1_status,E
status_lag_4_is_pad,0.018354221706596296,ev1_status,E
status_lag_8,0.028970112476523674,ev1_status,E
status_lag_8_is_pad,0.022909918186551387,ev1_status,E
start1_earliest,0.0,ev1_status,E
end1_latest,0.0,ev1_status,E
start2_earliest,0.0,ev1_status,E
end2_latest,0.0,ev1_status,E
max_commute_steps_1,0.0,ev1_status,E
max_commute_steps_2,0.0,ev1_status,E
steps_to_start1_earliest,5.109117849143224,ev1_status,E
steps_to_end1_latest,1.2294980128931208,ev1_status,E
steps_to_start2_earliest,2.7194789948124742,ev1_status,E
steps_to_end2_latest,2.7075666566101773,ev1_status,E
start1,0.09499424057491712,ev1_status,E
end1,0.10055709295078415,ev1_status,E
start2,0.5493076962302569,ev1_status,E
end2,0.5075483575359461,ev1_status,E
start1_observed,0.48200946722847954,ev1_status,E
end1_observed,0.22744250580055883,ev1_status,E
start2_observed,0.761356908367754,ev1_status,E
end2_observed,0.3393083442711915,ev1_status,E
observed_window_length_1,0.21644349944550123,ev1_status,E
observed_window_length_2,0.3818864133258399,ev1_status,E
window_length_slack_1,0.15038441874582295,ev1_status,E
window_length_slack_2,0.2349055066077462,ev1_status,E
timestep,5.516872596837492,ev2_status,A
status,0.29666541339937674,ev2_status,A
time_sin,0.11871694499467128,ev2_status,A
time_cos,0.07701114629563577,ev2_status,A
steps_in_current_state,0.021494766104203436,ev2_status,A
phase_id,0.18385742853397488,ev2_status,A
status_lag_1,0.09169425652991707,ev2_status,A
status_lag_1_is_pad,0.008668678113288503,ev2_status,A
status_lag_2,0.07601432475360755,ev2_status,A
status_lag_2_is_pad,0.008417031689304529,ev2_status,A
status_lag_4,0.05538220389090313,ev2_status,A
status_lag_4_is_pad,0.018171981371479132,ev2_status,A
status_lag_8,0.02935590804406767,ev2_status,A
status_lag_8_is_pad,0.022506099564904587,ev2_status,A
start1_earliest,0.0,ev2_status,A
end1_latest,0.0,ev2_status,A
start2_earliest,0.0,ev2_status,A
end2_latest,0.0,ev2_status,A
max_commute_steps_1,0.0,ev2_status,A
max_commute_steps_2,0.0,ev2_status,A
steps_to_start1_earliest,5.081332896934463,ev2_status,A
steps_to_end1_latest,1.2494592941436458,ev2_status,A
steps_to_start2_earliest,2.6709104538219943,ev2_status,A
steps_to_end2_latest,2.7117847500110255,ev2_status,A
start1,0.0908248096943683,ev2_status,A
end1,0.09731899991755333,ev2_status,A
start2,0.5485451452083581,ev2_status,A
end2,0.5097605373577431,ev2_status,A
start1_observed,0.4801563947578024,ev2_status,A
end1_observed,0.23236799957442034,ev2_status,A
start2_observed,0.7620426895049821,ev2_status,A
end2_observed,0.34094887029971394,ev2_status,A
observed_window_length_1,0.21957908261070347,ev2_status,A
observed_window_length_2,0.38308115619618444,ev2_status,A
window_length_slack_1,0.15370812805908288,ev2_status,A
window_length_slack_2,0.23515046481201252,ev2_status,A
timestep,5.554538651369389,ev2_status,B
status,0.296452887166913,ev2_status,B
time_sin,0.11840441629913516,ev2_status,B
time_cos,0.07679860459379849,ev2_status,B
steps_in_current_state,0.021581898177080578,ev2_status,B
phase_id,0.18400101366241714,ev2_status,B
status_lag_1,0.09001273054607017,ev2_status,B
status_lag_1_is_pad,0.008489383754099345,ev2_status,B
status_lag_2,0.07580529892881903,ev2_status,B
status_lag_2_is_pad,0.009084049963047501,ev2_status,B
status_lag_4,0.05524944842802324,ev2_status,B
status_lag_4_is_pad,0.01812517129803103,ev2_status,B
status_lag_8,0.028905471530057555,ev2_status,B
status_lag_8_is_pad,0.02245544260163913,ev2_status,B
start1_earliest,0.0,ev2_status,B
end1_latest,0.0,ev2_status,B
start2_earliest,0.0,ev2_status,B
end2_latest,0.0,ev2_status,B
max_commute_steps_1,0.0,ev2_status,B
max_commute_steps_2,0.0,ev2_status,B
steps_to_start1_earliest,5.08872664669351,ev2_status,B
steps_to_end1_latest,1.2430302103436726,ev2_status,B
steps_to_start2_earliest,2.6915241789193884,ev2_status,B
steps_to_end2_latest,2.698595439473547,ev2_status,B
start1,0.090059447544852,ev2_status,B
end1,0.09649886892187064,ev2_status,B
start2,0.5507856757547592,ev2_status,B
end2,0.5128182026365504,ev2_status,B
start1_observed,0.47961773425728677,ev2_status,B
end1_observed,0.2309456924207882,ev2_status,B
start2_observed,0.7641886053882297,ev2_status,B
end2_observed,0.34172806311589626,ev2_status,B
observed_window_length_1,0.21789231600837589,ev2_status,B
observed_window_length_2,0.3846236442312723,ev2_status,B
window_length_slack_1,0.15335894536913816,ev2_status,B
window_length_slack_2,0.23548250864140197,ev2_status,B
timestep,5.492706932478277,ev2_status,C
status,0.2961634076395087,ev2_status,C
time_sin,0.11865607614700564,ev2_status,C
time_cos,0.07707780097739808,ev2_status,C
steps_in_current_state,0.021658903518686472,ev2_status,C
phase_id,0.18586002982021954,ev2_status,C
status_lag_1,0.09030419773365415,ev2_status,C
status_lag_1_is_pad,0.008513001511815756,ev2_status,C
status_lag_2,0.07450771306256104,ev2_status,C
status_lag_2_is_pad,0.00877500495324115,ev2_status,C
status_lag_4,0.05511643963993743,ev2_status,C
status_lag_4_is_pad,0.01812024846667506,ev2_status,C
status_lag_8,0.029554249702958852,ev2_status,C
status_lag_8_is_pad,0.022499427254217403,ev2_status,C
start1_earliest,0.0,ev2_status,C
end1_latest,0.0,ev2_status,C
start2_earliest,0.0,ev2_status,C
end2_latest,0.0,ev2_status,C
max_commute_steps_1,0.0,ev2_status,C
max_commute_steps_2,0.0,ev2_status,C
steps_to_start1_earliest,5.0438227425998745,ev2_status,C
steps_to_end1_latest,1.251478486227994,ev2_status,C
steps_to_start2_earliest,2.6839037335437106,ev2_status,C
steps_to_end2_latest,2.705732452490588,ev2_status,C
start1,0.09147461949013665,ev2_status,C
end1,0.09783523113234545,ev2_status,C
start2,0.5609510619770922,ev2_status,C
end2,0.5235390067218698,ev2_status,C
start1_observed,0.48168851015442543,ev2_status,C
end1_observed,0.23166819075081632,ev2_status,C
start2_observed,0.7734537202826063,ev2_status,C
end2_observed,0.3465426484522017,ev2_status,C
observed_window_length_1,0.21857780774740979,ev2_status,C
observed_window_length_2,0.3898659393042079,ev2_status,C
window_length_slack_1,0.15383520730731154,ev2_status,C
window_length_slack_2,0.2380665547345764,ev2_status,C
timestep,5.597513421555479,ev2_status,D
status,0.29674045475617683,ev2_status,D
time_sin,0.1182801306528271,ev2_status,D
time_cos,0.07674372630969727,ev2_status,D
steps_in_current_state,0.021818579001693903,ev2_status,D
phase_id,0.1830712632945062,ev2_status,D
status_lag_1,0.09109544564959826,ev2_status,D
status_lag_1_is_pad,0.00860923485905527,ev2_status,D
status_lag_2,0.07517896632127562,ev2_status,D
status_lag_2_is_pad,0.008634917687061124,ev2_status,D
status_lag_4,0.05449969544143992,ev2_status,D
status_lag_4_is_pad,0.017967625617488204,ev2_status,D
status_lag_8,0.029097215935489213,ev2_status,D
status_lag_8_is_pad,0.02249216215913033,ev2_status,D
start1_earliest,0.0,ev2_status,D
end1_latest,0.0,ev2_status,D
start2_earliest,0.0,ev2_status,D
end2_latest,0.0,ev2_status,D
max_commute_steps_1,0.0,ev2_status,D
max_commute_steps_2,0.0,ev2_status,D
steps_to_start1_earliest,5.1039998478834425,ev2_status,D
steps_to_end1_latest,1.2393320744058898,ev2_status,D
steps_to_start2_earliest,2.7127936192324174,ev2_status,D
steps_to_end2_latest,2.700605198414804,ev2_status,D
start1,0.08978870402745635,ev2_status,D
end1,0.09717459055215805,ev2_status,D
start2,0.545801262477312,ev2_status,D
end2,0.5087786282514474,ev2_status,D
start1_observed,0.4794544700639139,ev2_status,D
end1_observed,0.2311190039330706,ev2_status,D
start2_observed,0.7602927302301007,ev2_status,D
end2_observed,0.34046985552259756,ev2_status,D
observed_window_length_1,0.21818095790405345,ev2_status,D
observed_window_length_2,0.38271896526631594,ev2_status,D
window_length_slack_1,0.1529029077398797,ev2_status,D
window_length_slack_2,0.23484132292319868,ev2_status,D
timestep,5.619164475559224,ev2_status,E
status,0.2959322621319673,ev2_status,E
time_sin,0.11753883814080524,ev2_status,E
time_cos,0.07619648893452759,ev2_status,E
steps_in_current_state,0.02147947098518192,ev2_status,E
phase_id,0.1841015924901909,ev2_status,E
status_lag_1,0.09086886193434278,ev2_status,E
status_lag_1_is_pad,0.008586500177648627,ev2_status,E
status_lag_2,0.07723447199014404,ev2_status,E
status_lag_2_is_pad,0.009080843696570648,ev2_status,E
status_lag_4,0.05581012659925463,ev2_status,E
status_lag_4_is_pad,0.01817905512718516,ev2_status,E
status_lag_8,0.028572516806876235,ev2_status,E
status_lag_8_is_pad,0.022294682284042276,ev2_status,E
start1_earliest,0.0,ev2_status,E
end1_latest,0.0,ev2_status,E
start2_earliest,0.0,ev2_status,E
end2_latest,0.0,ev2_status,E
max_commute_steps_1,0.0,ev2_status,E
max_commute_steps_2,0.0,ev2_status,E
steps_to_start1_earliest,5.0866771835080185,ev2_status,E
steps_to_end1_latest,1.238709730524959,ev2_status,E
steps_to_start2_earliest,2.7381205418230334,ev2_status,E
steps_to_end2_latest,2.6832580136212627,ev2_status,E
start1,0.09084162808761208,ev2_status,E
end1,0.09743746023105944,ev2_status,E
start2,0.5549418486250531,ev2_status,E
end2,0.5172641289673259,ev2_status,E
start1_observed,0.4801688505259038,ev2_status,E
end1_observed,0.22967148473942853,ev2_status,E
start2_observed,0.7676210663480533,ev2_status,E
end2_observed,0.34342432988036226,ev2_status,E
observed_window_length_1,0.2169226293603191,ev2_status,E
observed_window_length_2,0.38629691972240443,ev2_status,E
window_length_slack_1,0.15212444536538092,ev2_status,E
window_length_slack_2,0.2373206157097123,ev2_status,E
